epoch,loss,val_loss
0,8.22970199584961,2.7069056034088135
1,2.9526515007019043,2.4771432876586914
2,1.9277619123458862,2.1688222885131836
3,1.8886833190917969,2.0624489784240723
4,1.8049427270889282,1.750407338142395
5,1.9099857807159424,2.3284711837768555
6,1.4239310026168823,1.504575490951538
7,1.4479191303253174,1.3131757974624634
8,1.2249871492385864,1.262690544128418
9,1.6721761226654053,1.2157670259475708
10,1.2236512899398804,1.1896042823791504
11,1.1199105978012085,1.0904628038406372
12,1.383175253868103,1.2178186178207397
13,1.0778299570083618,1.0874499082565308
14,1.1466120481491089,1.0632867813110352
15,1.1059496402740479,1.0977718830108643
16,1.0496426820755005,1.130133032798767
17,1.1659791469573975,0.9360736012458801
18,1.045324444770813,1.440190315246582
19,1.183319330215454,1.2878068685531616
20,1.1352274417877197,0.9723555445671082
21,0.9517568945884705,0.9928205609321594
22,0.9920744299888611,1.2390263080596924
23,1.016478180885315,1.2687838077545166
24,0.955981969833374,0.9130762219429016
25,1.0411862134933472,0.9218260645866394
26,0.938822329044342,0.9856380820274353
27,0.8936834335327148,0.8734865188598633
28,0.9822378158569336,1.0465693473815918
29,0.8781130313873291,0.8858957290649414
30,0.947844922542572,1.0794155597686768
31,0.850492000579834,0.9078961610794067
32,0.8751357197761536,0.8958021402359009
33,0.8353033661842346,0.892086923122406
34,0.8747456669807434,0.8366291522979736
35,0.8270963430404663,0.9121313095092773
36,0.946692168712616,1.1218137741088867
37,0.858660101890564,1.3494054079055786
38,0.8449713587760925,0.881119966506958
39,0.8671221137046814,0.8154621720314026
40,0.836919903755188,0.9298228621482849
41,0.7886790633201599,0.8334401845932007
42,0.7681553363800049,0.8719633221626282
43,0.7892867922782898,2.0044617652893066
44,0.8276646137237549,0.8354704976081848
45,0.8007583022117615,0.8440878987312317
46,0.8204600214958191,0.9187037348747253
47,0.7502902150154114,0.8115602731704712
48,0.7481181621551514,0.7792762517929077
49,0.7905526757240295,0.7918953895568848
50,0.7331931591033936,0.7824669480323792
51,0.7456398010253906,0.918381929397583
52,0.7430832982063293,0.8034290075302124
53,0.769891083240509,0.8674565553665161
54,0.7298698425292969,0.8381417393684387
55,0.7260438203811646,0.7957186698913574
56,0.7232918739318848,0.8066653609275818
57,0.75783371925354,0.7814697027206421
58,0.7679182291030884,0.8076171278953552
59,0.7092590928077698,0.9017378091812134
60,0.7063674330711365,0.7740756869316101
61,0.7041962146759033,0.8531206250190735
62,0.703944742679596,0.8994170427322388
63,0.7373830080032349,0.8361789584159851
64,0.703185498714447,0.7935982346534729
65,0.6884630918502808,0.7757578492164612
66,0.6765424609184265,0.7544677257537842
67,0.7033222913742065,0.7661911249160767
68,0.714115560054779,0.7631860971450806
69,0.676967203617096,0.7531470060348511
70,0.6966612935066223,0.7605780363082886
71,0.6666291356086731,0.8084930777549744
72,0.6983358860015869,0.7623600959777832
73,0.6706008911132812,0.7397355437278748
74,0.7091516256332397,0.7381666898727417
