epoch,loss,val_loss
0,7.835758686065674,2.9908318519592285
1,3.117159843444824,3.0085532665252686
2,2.3612143993377686,1.922817349433899
3,1.830631136894226,1.2534688711166382
4,1.54203462600708,1.7043489217758179
5,1.7343051433563232,1.2033189535140991
6,1.3621703386306763,1.1731290817260742
7,1.3775376081466675,1.4663751125335693
8,1.2820932865142822,1.645554780960083
9,1.691161870956421,1.2908337116241455
10,1.337946891784668,1.5478895902633667
11,1.3987425565719604,1.6659536361694336
12,1.4440735578536987,1.0969089269638062
13,1.1778600215911865,1.2842999696731567
14,1.0888806581497192,1.423336386680603
15,1.090610384941101,1.2217320203781128
16,1.294776439666748,1.350441813468933
17,1.1505991220474243,1.2273157835006714
18,1.036563515663147,0.9595614075660706
19,1.1091557741165161,1.2410918474197388
20,1.1097625494003296,1.0044530630111694
21,1.211619257926941,0.9104709625244141
22,0.9593369960784912,2.334280014038086
23,1.1882350444793701,1.1746331453323364
24,0.9083985090255737,1.1317155361175537
25,1.0307034254074097,1.3227729797363281
26,1.0593523979187012,0.9243737459182739
27,1.0295363664627075,0.9395073652267456
28,1.0711532831192017,0.9476869702339172
29,0.8507866263389587,0.8798457980155945
30,0.8830579519271851,0.8628657460212708
31,0.9478181004524231,0.951434314250946
32,0.8657240867614746,0.8866020441055298
33,0.9407922625541687,1.062467336654663
34,0.925947904586792,1.426185131072998
35,0.8997071385383606,0.8334394097328186
36,0.8339752554893494,0.8388596773147583
37,0.8839644193649292,1.1172670125961304
38,0.8531869649887085,0.8504924178123474
39,0.9427081942558289,1.2448683977127075
40,0.8733521103858948,0.8179624080657959
41,0.7921550273895264,0.836037278175354
42,0.8137372136116028,0.813944935798645
43,0.8792648911476135,0.7990304827690125
44,0.7799914479255676,0.842970073223114
45,0.9442431926727295,0.8789786100387573
46,0.789111852645874,0.8119978308677673
47,0.7812937498092651,0.8694449663162231
48,0.801241397857666,1.050398349761963
49,0.8790932297706604,0.816534161567688
50,0.753818929195404,0.795425295829773
51,0.7521859407424927,0.9244464635848999
52,0.7751667499542236,0.7911138534545898
53,0.806930422782898,0.8460946083068848
54,0.7669079303741455,0.7937377691268921
55,0.781444787979126,0.7624472379684448
56,0.7480418682098389,0.8069283962249756
57,0.7347792387008667,0.7829729318618774
58,0.7516922354698181,0.8185600638389587
59,0.7242398858070374,0.77349853515625
60,0.7711717486381531,0.7516789436340332
61,0.7214352488517761,0.9495599865913391
62,0.7837567925453186,0.7515662908554077
63,0.7060739994049072,0.7634583711624146
64,0.747028648853302,0.8988671898841858
65,0.6946238279342651,0.8054739832878113
66,0.6888878345489502,0.7721444964408875
67,0.6987886428833008,0.8829652070999146
68,0.798394501209259,0.8295658230781555
69,0.7702532410621643,0.7802681922912598
70,0.6948387622833252,0.7530940175056458
71,0.702406644821167,0.7933652997016907
72,0.6827940344810486,0.7770017385482788
73,0.6711945533752441,0.9578986763954163
74,0.6741693019866943,0.7586379051208496
75,0.6793023347854614,0.7989492416381836
76,0.6646789908409119,0.7430921196937561
77,0.6725274324417114,0.8393183946609497
78,0.6980980634689331,0.7839255332946777
79,0.7167598605155945,0.7179561853408813
80,0.6599559187889099,0.7252583503723145
81,0.6446741223335266,0.7413432598114014
82,0.723732054233551,0.9073431491851807
83,0.6377557516098022,0.7455593943595886
84,0.6371368765830994,0.9303257465362549
85,0.6922199130058289,0.8055795431137085
86,0.637313723564148,0.7430317401885986
87,0.6736391186714172,0.7768566608428955
88,0.6261639595031738,0.7454747557640076
89,0.6595933437347412,0.7229183912277222
90,0.6242334842681885,0.8308425545692444
91,0.6313831806182861,0.7621245980262756
92,0.6541407704353333,0.7908702492713928
93,0.6169669032096863,0.7212144136428833
94,0.6413223147392273,0.8102067708969116
95,0.6224713325500488,0.8523489832878113
96,0.651091456413269,0.7502963542938232
97,0.610697329044342,0.7179194092750549
98,0.616213321685791,0.7243111729621887
99,0.6939952373504639,0.6983746290206909
100,0.6855945587158203,0.7498909831047058
101,0.6381383538246155,0.7511638402938843
102,0.6109724640846252,0.746597409248352
103,0.6050620675086975,0.7231932878494263
104,0.6552087068557739,0.7256031632423401
105,0.6283620595932007,0.7002227306365967
106,0.58521968126297,0.7190534472465515
107,0.5969371199607849,0.7121546864509583
108,0.5892937183380127,0.7004045248031616
109,0.605929434299469,1.1738029718399048
110,0.6066860556602478,0.7137865424156189
111,0.6161022186279297,0.7706186771392822
112,0.5916113257408142,0.7152311205863953
113,0.6490874886512756,0.7000308036804199
114,0.582491397857666,0.9070062041282654
115,0.5999666452407837,0.6943356394767761
116,0.587111234664917,0.9424857497215271
117,0.5897933840751648,0.6956730484962463
118,0.5938771963119507,0.7267473936080933
119,0.5839650630950928,0.7144430875778198
120,0.5765597224235535,0.7245966792106628
121,0.584024965763092,0.7154520153999329
122,0.5749109387397766,0.7956583499908447
123,0.5835198760032654,0.7164299488067627
124,0.6065300703048706,1.0343788862228394
125,0.5939709544181824,0.7252627611160278
126,0.5617228150367737,0.7573931217193604
127,0.5720520615577698,0.7607440948486328
128,0.565214216709137,0.7020161151885986
129,0.5684211254119873,0.7017091512680054
130,0.6225786805152893,0.7118369340896606
131,0.6151627898216248,0.7007313370704651
132,0.550963282585144,0.7529047131538391
133,0.5761196613311768,0.7287577986717224
134,0.5518159866333008,0.7326496243476868
135,0.5544075965881348,0.760107159614563
136,0.5602169036865234,0.7180406451225281
137,0.5494060516357422,0.7092773914337158
138,0.5529143214225769,0.715809166431427
139,0.5569772720336914,0.6912286281585693
140,0.5549817681312561,0.6967446804046631
141,0.5454404950141907,0.690443217754364
142,0.5546852946281433,0.7283129692077637
143,0.6292631030082703,0.7922810316085815
144,0.5361862182617188,0.7525222897529602
145,0.5507615208625793,0.6852374076843262
146,0.5519389510154724,0.6980864405632019
147,0.5432004928588867,0.7435299158096313
148,0.5396029353141785,0.7143070101737976
149,0.5386286377906799,0.6866945028305054
150,0.53621506690979,0.7249588370323181
151,0.5378798842430115,0.7412861585617065
152,0.5794597268104553,0.7166813015937805
153,0.5256580710411072,0.7299372553825378
154,0.5314873456954956,0.7080994844436646
155,0.5405832529067993,0.6788350343704224
156,0.5302533507347107,0.7015158534049988
157,0.5559934973716736,0.6800695657730103
158,0.5194137096405029,0.7545841336250305
159,0.5297637581825256,0.7310695052146912
160,0.5244762897491455,0.7007051706314087
161,0.5272246599197388,0.6786865592002869
162,0.5295199155807495,0.6733967065811157
163,0.5195269584655762,0.755283772945404
164,0.5377779006958008,0.7752025127410889
165,0.5132688283920288,0.7679078578948975
166,0.5162807106971741,0.6687147617340088
167,0.5212463736534119,0.6967739462852478
168,0.5242748260498047,0.7211681604385376
169,0.5136550664901733,0.6732718348503113
170,0.5517547726631165,0.6795681715011597
171,0.5034717321395874,0.6904959678649902
172,0.5123571157455444,0.7128846049308777
173,0.5102753043174744,0.6787500381469727
174,0.5536870956420898,0.7026886940002441
175,0.5046290159225464,0.6762575507164001
176,0.5361834764480591,0.7255642414093018
177,0.5557401776313782,0.6736108064651489
178,0.5198103189468384,0.7844400405883789
179,0.5108774304389954,0.7403911352157593
180,0.5099152326583862,0.6739774346351624
181,0.5236462354660034,0.7099056243896484
182,0.4965672492980957,0.7265036702156067
183,0.5069389939308167,0.7156472206115723
184,0.4936091899871826,0.702991247177124
185,0.5402260422706604,0.7344763875007629
186,0.4997381865978241,0.6745695471763611
187,0.5197189450263977,0.6900696158409119
188,0.519708514213562,0.72840416431427
189,0.4945140480995178,0.683828592300415
190,0.5179782509803772,0.6604552268981934
191,0.5211811661720276,0.6726558804512024
192,0.4905844032764435,0.7773721218109131
193,0.5077776312828064,0.6947351694107056
194,0.4908082187175751,0.7207293510437012
195,0.4855509400367737,0.6735058426856995
196,0.488943874835968,0.6761172413825989
197,0.49205926060676575,0.6844132542610168
198,0.4891856610774994,0.8700581789016724
199,0.4925927519798279,0.6970424652099609
200,0.4866371750831604,0.6743922233581543
201,0.48179498314857483,0.6961916089057922
202,0.48393017053604126,0.686436116695404
203,0.5138410925865173,0.6748332381248474
204,0.4834652543067932,0.6933497786521912
205,0.47696003317832947,0.6763158440589905
206,0.48883888125419617,0.7037376165390015
207,0.47767552733421326,0.7265834212303162
208,0.4813368022441864,0.8007457256317139
209,0.4786688983440399,0.6725507974624634
210,0.4757353961467743,0.7548342347145081
211,0.48587775230407715,0.7224745154380798
212,0.47528132796287537,0.7991282939910889
213,0.4825236201286316,0.6629465818405151
214,0.47887182235717773,0.818989634513855
215,0.5031689405441284,0.6655595302581787
216,0.4709741175174713,0.6754579544067383
217,0.49117276072502136,0.7360344529151917
218,0.4664316773414612,0.6955550312995911
219,0.47102272510528564,0.6649720668792725
220,0.4678538739681244,0.7024062871932983
221,0.4697594940662384,0.6730454564094543
222,0.4820718467235565,0.6732427477836609
223,0.4769093096256256,0.6842714548110962
224,0.46311867237091064,0.7012438178062439
225,0.47056472301483154,0.7190299034118652
226,0.46617865562438965,0.6725250482559204
227,0.46675044298171997,0.6811226010322571
228,0.4702760875225067,0.885313093662262
229,0.46388864517211914,0.6697770357131958
230,0.4600796699523926,0.6863344311714172
231,0.4596865177154541,0.6731027364730835
232,0.46546468138694763,0.6748923659324646
233,0.45525217056274414,0.703225314617157
234,0.45875146985054016,0.6745404601097107
235,0.491696834564209,0.6626489162445068
236,0.4615215063095093,0.6655905246734619
237,0.45381802320480347,0.6618468165397644
238,0.45604029297828674,0.7483055591583252
239,0.4585714340209961,0.6649010181427002
240,0.4537731409072876,0.6716641783714294
241,0.5065157413482666,0.6621635556221008
242,0.46411168575286865,0.9252856373786926
243,0.4702085256576538,0.6722952127456665
244,0.4734407067298889,0.707290530204773
245,0.4560573399066925,0.6663513779640198
246,0.447569340467453,0.6608881950378418
247,0.44718432426452637,0.6813967227935791
248,0.4449472725391388,0.6645230054855347
249,0.45193156599998474,0.6721909642219543
250,0.4566795527935028,0.6656452417373657
251,0.4537855088710785,0.6736726760864258
252,0.4404524564743042,0.6677463054656982
253,0.45267361402511597,0.6552522778511047
254,0.4476008713245392,0.6542592644691467
255,0.44736120104789734,0.6989132761955261
256,0.44403135776519775,0.6825705766677856
257,0.4485026001930237,0.6647152900695801
258,0.43836674094200134,0.6987949013710022
259,0.4435439109802246,0.6524810791015625
260,0.44246912002563477,0.6589656472206116
261,0.462223619222641,0.6569730639457703
262,0.44242534041404724,0.6949570178985596
263,0.4367879331111908,0.668777346611023
264,0.4377111792564392,0.6537238955497742
265,0.4377908706665039,0.6523655652999878
266,0.4375457465648651,0.6475365161895752
267,0.44298800826072693,0.6630370616912842
268,0.45178601145744324,0.6833964586257935
269,0.43656718730926514,0.6786612868309021
270,0.4620573818683624,0.6528328061103821
271,0.4361985921859741,0.6500871777534485
272,0.4341494143009186,0.6488861441612244
273,0.43584027886390686,0.6831604242324829
274,0.43227866291999817,0.6645470857620239
275,0.42922648787498474,0.6498822569847107
276,0.4343436658382416,0.663055419921875
277,0.4359857738018036,0.6541560292243958
278,0.4317217171192169,0.6977738738059998
279,0.43270838260650635,0.7056887745857239
280,0.43330660462379456,0.6868771314620972
281,0.4302021563053131,0.6833212971687317
282,0.4714519679546356,0.6560981869697571
283,0.4310016632080078,0.6463100910186768
284,0.4422498345375061,0.6577494144439697
285,0.4253634512424469,0.6575716733932495
286,0.4222729802131653,0.6794435977935791
287,0.4281983971595764,0.6568819284439087
288,0.4320682883262634,0.721470832824707
